age,country,employment,remotework,orgsize,comptotal,jobsat,convertedcompyearly,industry
35-44 years old,United States of America,"Employed, full-time",Remote,100 to 499 employees,182000.0,4.0,182000.0,Fintech
45-54 years old,Serbia,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",100 to 499 employees,150000.0,9.0,150000.0,Software Development
25-34 years old,Germany,"Employed, full-time",In-person,2 to 9 employees,56700.0,8.0,60899.0,Software Development
25-34 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",78000.0,8.0,83777.0,Energy
25-34 years old,Taiwan,"Employed, full-time",In-person,"1,000 to 4,999 employees",700000.0,7.0,21619.0,"Transportation, or Supply Chain"
18-24 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)",2 to 9 employees,36000.0,7.0,38666.0,Software Development
25-34 years old,Australia,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",139000.0,6.0,91832.0,Healthcare
18-24 years old,Denmark,"Employed, full-time","Hybrid (some remote, some in-person)",2 to 9 employees,192000.0,4.0,27648.0,Retail and Consumer Services
25-34 years old,Ireland,"Employed, full-time;Student, part-time","Hybrid (some remote, some in-person)","10,000 or more employees",160000.0,7.0,171850.0,Computer Systems Design and Services
25-34 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)","5,000 to 9,999 employees",90000.0,8.0,96666.0,"Transportation, or Supply Chain"
25-34 years old,Greece,"Employed, full-time",In-person,10 to 19 employees,20000.0,7.0,21481.0,Higher Education
35-44 years old,France,"Employed, full-time","Hybrid (some remote, some in-person)",2 to 9 employees,30000.0,9.0,32222.0,Software Development
25-34 years old,Spain,"Employed, full-time",In-person,10 to 19 employees,34000.0,5.0,36518.0,Software Development
35-44 years old,Spain,"Employed, full-time",Remote,100 to 499 employees,65000.0,6.0,69814.0,Software Development
35-44 years old,Bulgaria,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,67000.0,5.0,36798.0,Software Development
18-24 years old,Switzerland,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,65000.0,8.0,72421.0,Software Development
35-44 years old,Ukraine,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,1152000.0,8.0,28436.0,Software Development
25-34 years old,Austria,"Employed, full-time","Hybrid (some remote, some in-person)",2 to 9 employees,40000.0,7.0,42962.0,Government
25-34 years old,South Korea,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,55000000.0,6.0,39893.0,Software Development
35-44 years old,France,"Employed, full-time",Remote,500 to 999 employees,61000.0,8.0,65518.0,Fintech
25-34 years old,Switzerland,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",103500.0,10.0,115316.0,Insurance
55-64 years old,Italy,"Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",2 to 9 employees,66000.0,6.0,70888.0,Software Development
25-34 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",114400.0,4.0,114400.0,Government
25-34 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",85000.0,5.0,91295.0,"Transportation, or Supply Chain"
35-44 years old,Netherlands,"Employed, full-time","Hybrid (some remote, some in-person)",10 to 19 employees,57000.0,7.0,61222.0,"Internet, Telecomm or Information Services"
25-34 years old,Belgium,"Employed, full-time",In-person,2 to 9 employees,31200.0,6.0,33511.0,Software Development
35-44 years old,Czech Republic,"Independent contractor, freelancer, or self-employed",Remote,20 to 99 employees,1600000.0,9.0,69496.0,Other:
35-44 years old,India,"Independent contractor, freelancer, or self-employed",Remote,2 to 9 employees,5000000.0,8.0,59817.0,Software Development
35-44 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,64800.0,8.0,69599.0,Software Development
35-44 years old,Switzerland,"Employed, full-time","Hybrid (some remote, some in-person)",2 to 9 employees,120000.0,7.0,133700.0,Software Development
25-34 years old,Pakistan,"Independent contractor, freelancer, or self-employed",Remote,20 to 99 employees,57000.0,10.0,57000.0,Software Development
25-34 years old,Ukraine,"Employed, full-time",Remote,"10,000 or more employees",700000.0,9.0,17279.0,Software Development
25-34 years old,Saudi Arabia,"Employed, part-time",Remote,2 to 9 employees,4667.0,10.0,1244.0,"Internet, Telecomm or Information Services"
35-44 years old,Austria,"Student, part-time;Employed, part-time","Hybrid (some remote, some in-person)",2 to 9 employees,33100.0,4.0,35551.0,Media & Advertising Services
18-24 years old,Spain,"Employed, full-time",Remote,I don’t know,21000.0,8.0,22555.0,Software Development
25-34 years old,Russian Federation,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",4000000.0,8.0,44818.0,Software Development
35-44 years old,Ireland,"Employed, full-time",Remote,"10,000 or more employees",200000.0,3.0,214812.0,"Internet, Telecomm or Information Services"
25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",67000.0,7.0,85350.0,Software Development
25-34 years old,Italy,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,32000.0,6.0,34370.0,Software Development
35-44 years old,Italy,"Independent contractor, freelancer, or self-employed",Remote,2 to 9 employees,70000.0,9.0,75184.0,"Internet, Telecomm or Information Services"
25-34 years old,Taiwan,"Employed, full-time",In-person,2 to 9 employees,55.0,9.0,2.0,Software Development
35-44 years old,Poland,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,2 to 9 employees,168000.0,9.0,41574.0,Fintech
25-34 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",105000.0,10.0,112777.0,Software Development
35-44 years old,Netherlands,"Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",110000.0,8.0,118147.0,Energy
18-24 years old,India,"Employed, full-time",Remote,20 to 99 employees,580000.0,7.0,6939.0,Software Development
45-54 years old,Bulgaria,"Employed, full-time",Remote,500 to 999 employees,60000.0,9.0,60000.0,Retail and Consumer Services
25-34 years old,Georgia,"Employed, full-time",Remote,100 to 499 employees,45000.0,7.0,45000.0,Software Development
35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",Remote,500 to 999 employees,80800.0,7.0,102929.0,Energy
25-34 years old,France,"Employed, full-time",In-person,20 to 99 employees,42000.0,9.0,45111.0,Software Development
25-34 years old,Ukraine,"Independent contractor, freelancer, or self-employed",Remote,100 to 499 employees,2160000.0,8.0,53317.0,Healthcare
45-54 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",126000.0,8.0,135332.0,Healthcare
25-34 years old,Sweden,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",530000.0,7.0,50554.0,Higher Education
35-44 years old,Croatia,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",60000.0,8.0,64444.0,Other:
18-24 years old,Malaysia,"Employed, full-time",In-person,20 to 99 employees,36000.0,6.0,7628.0,Manufacturing
25-34 years old,Norway,"Employed, full-time","Hybrid (some remote, some in-person)",500 to 999 employees,890000.0,5.0,83296.0,Software Development
25-34 years old,Netherlands,"Employed, part-time",In-person,10 to 19 employees,55000.0,8.0,59073.0,Other:
45-54 years old,Sweden,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",609600.0,7.0,58146.0,Higher Education
25-34 years old,France,"Employed, full-time","Hybrid (some remote, some in-person)",10 to 19 employees,110000.0,9.0,118147.0,Software Development
25-34 years old,Spain,"Employed, full-time",Remote,"10,000 or more employees",50000.0,6.0,53703.0,Manufacturing
18-24 years old,Nepal,"Employed, full-time",In-person,10 to 19 employees,50000.0,8.0,373.0,Software Development
25-34 years old,Romania,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,"1,000 to 4,999 employees",26500.0,10.0,5718.0,Banking/Financial Services
18-24 years old,Ukraine,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,48000.0,7.0,48000.0,Higher Education
25-34 years old,Estonia,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",54000.0,2.0,57999.0,Fintech
25-34 years old,India,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",625000.0,8.0,7477.0,Software Development
25-34 years old,Turkey,"Employed, full-time",Remote,20 to 99 employees,6250.0,8.0,6250.0,Software Development
35-44 years old,India,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",4150000.0,8.0,49648.0,Software Development
35-44 years old,Canada,"Employed, full-time","Hybrid (some remote, some in-person)",10 to 19 employees,120000.0,7.0,87231.0,Software Development
25-34 years old,Sweden,"Employed, full-time",In-person,20 to 99 employees,546000.0,8.0,52080.0,Higher Education
45-54 years old,Sweden,"Employed, full-time",In-person,"1,000 to 4,999 employees",47600.0,6.0,4540.0,Higher Education
25-34 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)",2 to 9 employees,59000.0,7.0,63370.0,Computer Systems Design and Services
25-34 years old,Spain,"Employed, full-time",Remote,100 to 499 employees,51250.0,8.0,55046.0,Retail and Consumer Services
35-44 years old,Sweden,"Employed, full-time","Hybrid (some remote, some in-person)",500 to 999 employees,468000.0,7.0,44640.0,Manufacturing
25-34 years old,Greece,"Student, full-time;Independent contractor, freelancer, or self-employed",Remote,2 to 9 employees,70000.0,9.0,89172.0,Software Development
18-24 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,42000.0,10.0,53503.0,Fintech
35-44 years old,Ukraine,"Employed, full-time",Remote,"10,000 or more employees",2928816.0,10.0,72295.0,Fintech
55-64 years old,Sweden,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",591000.0,8.0,56372.0,Higher Education
35-44 years old,Russian Federation,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,7000000.0,8.0,78431.0,Software Development
25-34 years old,Senegal,"Employed, full-time;Independent contractor, freelancer, or self-employed;Employed, part-time",Remote,2 to 9 employees,360000.0,7.0,36179.0,Software Development
25-34 years old,Spain,"Employed, part-time",Remote,100 to 499 employees,56000.0,8.0,60147.0,Software Development
18-24 years old,Netherlands,"Employed, full-time;Student, full-time","Hybrid (some remote, some in-person)","5,000 to 9,999 employees",150000.0,8.0,161109.0,Software Development
25-34 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,68000.0,8.0,73036.0,Other:
35-44 years old,Switzerland,"Employed, full-time",In-person,2 to 9 employees,150000.0,10.0,167125.0,Fintech
25-34 years old,Austria,"Employed, full-time","Hybrid (some remote, some in-person)",500 to 999 employees,81000.0,8.0,86999.0,Other:
25-34 years old,Czech Republic,"Employed, full-time;Independent contractor, freelancer, or self-employed",In-person,500 to 999 employees,2000000.0,8.0,86870.0,Software Development
35-44 years old,Norway,"Employed, full-time",In-person,100 to 499 employees,815000.0,7.0,76277.0,Computer Systems Design and Services
35-44 years old,France,"Employed, full-time",Remote,2 to 9 employees,48000.0,9.0,51555.0,Software Development
35-44 years old,Ukraine,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,100 to 499 employees,1000000.0,3.0,24684.0,Software Development
18-24 years old,Spain,"Employed, full-time",Remote,"1,000 to 4,999 employees",30000.0,7.0,32222.0,Software Development
18-24 years old,India,"Employed, full-time",In-person,"10,000 or more employees",1236000.0,8.0,14787.0,Software Development
18-24 years old,India,"Employed, full-time",In-person,100 to 499 employees,288000.0,7.0,3445.0,Software Development
45-54 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",Remote,100 to 499 employees,121665.0,3.0,154986.0,Energy
25-34 years old,Poland,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,100 to 499 employees,350000.0,8.0,86613.0,Software Development
25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",Remote,100 to 499 employees,38000.0,8.0,48407.0,Software Development
18-24 years old,France,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",38000.0,6.0,40814.0,Manufacturing
25-34 years old,France,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",20000.0,9.0,21481.0,Other:
25-34 years old,Russian Federation,"Employed, full-time",Remote,20 to 99 employees,6240000.0,7.0,69916.0,Software Development
25-34 years old,Ukraine,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,20 to 99 employees,820000.0,3.0,20241.0,Insurance
25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Student, full-time;Employed, part-time","Hybrid (some remote, some in-person)",500 to 999 employees,40000.0,7.0,50955.0,Media & Advertising Services
25-34 years old,Austria,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",63000.0,8.0,67666.0,Energy
25-34 years old,United States of America,"Employed, full-time",Remote,100 to 499 employees,200000.0,5.0,200000.0,Other:
25-34 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",78000.0,8.0,83777.0,Computer Systems Design and Services
55-64 years old,Bulgaria,"Employed, full-time",Remote,100 to 499 employees,50000.0,9.0,50000.0,Software Development
18-24 years old,Kazakhstan,"Employed, full-time",Remote,20 to 99 employees,13800000.0,8.0,30573.0,Software Development
35-44 years old,Ukraine,"Employed, full-time",Remote,100 to 499 employees,80000.0,9.0,1975.0,Media & Advertising Services
35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",Remote,20 to 99 employees,120000.0,7.0,152865.0,Insurance
35-44 years old,China,"Employed, full-time;Employed, part-time",Remote,"10,000 or more employees",600000.0,7.0,82785.0,Software Development
35-44 years old,Sweden,"Employed, full-time",Remote,"1,000 to 4,999 employees",564000.0,7.0,53797.0,"Internet, Telecomm or Information Services"
25-34 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",63000.0,3.0,67666.0,"Transportation, or Supply Chain"
25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",60000.0,5.0,76433.0,"Internet, Telecomm or Information Services"
35-44 years old,Netherlands,"Employed, full-time","Hybrid (some remote, some in-person)",10 to 19 employees,37500.0,5.0,40277.0,"Internet, Telecomm or Information Services"
25-34 years old,Austria,"Employed, full-time","Hybrid (some remote, some in-person)",10 to 19 employees,105000.0,9.0,112777.0,Fintech
25-34 years old,Austria,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",20 to 99 employees,60200.0,5.0,64659.0,Software Development
25-34 years old,Hungary,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",26952375.0,3.0,73244.0,Software Development
18-24 years old,Ukraine,"Employed, full-time;Student, full-time",Remote,20 to 99 employees,480000.0,10.0,11848.0,"Transportation, or Supply Chain"
25-34 years old,Indonesia,"Employed, full-time",Remote,I don’t know,120000000.0,6.0,7360.0,"Internet, Telecomm or Information Services"
45-54 years old,Austria,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",90000.0,9.0,96666.0,Retail and Consumer Services
18-24 years old,France,"Student, full-time;Employed, part-time",Remote,20 to 99 employees,15000.0,6.0,16111.0,Software Development
25-34 years old,Belgium,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",100000.0,9.0,107406.0,Software Development
35-44 years old,Lithuania,"Employed, full-time",Remote,"1,000 to 4,999 employees",63000.0,9.0,67666.0,Software Development
25-34 years old,Netherlands,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,60500.0,9.0,64981.0,Software Development
25-34 years old,Austria,"Employed, full-time","Hybrid (some remote, some in-person)",10 to 19 employees,60000.0,9.0,64444.0,Software Development
25-34 years old,Serbia,"Employed, full-time",Remote,10 to 19 employees,54000.0,8.0,54000.0,Fintech
25-34 years old,Ukraine,"Employed, full-time",Remote,"1,000 to 4,999 employees",18000.0,3.0,444.0,Software Development
35-44 years old,Russian Federation,"Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",10 to 19 employees,720000.0,7.0,8067.0,Energy
18-24 years old,Spain,"Student, full-time;Employed, part-time",Remote,500 to 999 employees,7500.0,3.0,8055.0,Manufacturing
25-34 years old,Netherlands,"Employed, full-time","Hybrid (some remote, some in-person)",10 to 19 employees,60000.0,2.0,64444.0,Software Development
25-34 years old,Czech Republic,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",140000.0,8.0,6081.0,Software Development
25-34 years old,India,"Employed, full-time","Hybrid (some remote, some in-person)",500 to 999 employees,6100000.0,6.0,72977.0,Media & Advertising Services
25-34 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)","5,000 to 9,999 employees",80000.0,7.0,85925.0,Fintech
35-44 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,65000.0,9.0,69814.0,Higher Education
25-34 years old,India,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",110000.0,10.0,1316.0,Software Development
25-34 years old,Russian Federation,"Employed, full-time",Remote,500 to 999 employees,3400000.0,8.0,38095.0,Software Development
25-34 years old,Australia,"Employed, full-time","Hybrid (some remote, some in-person)",2 to 9 employees,100000.0,8.0,66066.0,"Internet, Telecomm or Information Services"
35-44 years old,"Iran, Islamic Republic of...","Employed, full-time",In-person,10 to 19 employees,400000000.0,5.0,9504.0,Other:
25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",Remote,"1,000 to 4,999 employees",54000.0,9.0,68789.0,Other:
18-24 years old,India,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",660000.0,7.0,7896.0,Other:
25-34 years old,Austria,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,93000.0,5.0,99888.0,Manufacturing
25-34 years old,New Zealand,"Employed, full-time",In-person,100 to 499 employees,156000.0,8.0,95872.0,Other:
35-44 years old,Republic of Moldova,"Independent contractor, freelancer, or self-employed",Remote,100 to 499 employees,200000.0,8.0,200000.0,Media & Advertising Services
25-34 years old,Slovakia,"Employed, full-time",In-person,10 to 19 employees,32500.0,4.0,34907.0,Banking/Financial Services
25-34 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)","5,000 to 9,999 employees",160000.0,8.0,171850.0,Software Development
35-44 years old,France,"Employed, full-time","Hybrid (some remote, some in-person)",2 to 9 employees,50000.0,8.0,53703.0,Software Development
35-44 years old,Poland,"Employed, full-time",Remote,"10,000 or more employees",360000.0,6.0,89087.0,Manufacturing
25-34 years old,India,"Employed, full-time",In-person,20 to 99 employees,1200000.0,7.0,14356.0,Fintech
35-44 years old,Spain,"Employed, full-time",Remote,100 to 499 employees,54500.0,8.0,58536.0,Other:
45-54 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)",500 to 999 employees,80000.0,7.0,85925.0,Retail and Consumer Services
25-34 years old,Spain,"Employed, full-time",Remote,100 to 499 employees,25000.0,6.0,26852.0,"Internet, Telecomm or Information Services"
35-44 years old,Netherlands,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",85000.0,8.0,91295.0,Retail and Consumer Services
45-54 years old,Netherlands,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,65000.0,8.0,69814.0,Other:
25-34 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,89000.0,8.0,95592.0,Other:
35-44 years old,Brazil,"Employed, full-time",Remote,"1,000 to 4,999 employees",80000.0,8.0,80000.0,Other:
45-54 years old,China,"Employed, full-time",In-person,20 to 99 employees,600000.0,6.0,82785.0,Software Development
25-34 years old,Pakistan,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,270655.0,5.0,971.0,Software Development
35-44 years old,Germany,"Employed, full-time",Remote,500 to 999 employees,90000.0,8.0,96666.0,Higher Education
35-44 years old,Sweden,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,450000.0,6.0,42923.0,Software Development
45-54 years old,United States of America,"Employed, full-time",Remote,20 to 99 employees,115000.0,6.0,115000.0,Government
25-34 years old,Belgium,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",40000.0,10.0,42962.0,Software Development
35-44 years old,France,"Employed, full-time",In-person,I don’t know,80000.0,8.0,85925.0,Banking/Financial Services
25-34 years old,New Zealand,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,145000.0,3.0,89112.0,Software Development
18-24 years old,Austria,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,45000.0,10.0,48333.0,Software Development
35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,76000.0,7.0,96815.0,Media & Advertising Services
18-24 years old,France,"Student, part-time;Employed, part-time","Hybrid (some remote, some in-person)","10,000 or more employees",22000.0,7.0,23629.0,Software Development
18-24 years old,Ukraine,"Employed, full-time",Remote,10 to 19 employees,1456444.0,8.0,35951.0,Banking/Financial Services
25-34 years old,Ukraine,"Employed, full-time",Remote,10 to 19 employees,1500000.0,10.0,37026.0,Fintech
18-24 years old,Austria,"Student, full-time;Employed, part-time","Hybrid (some remote, some in-person)",20 to 99 employees,52000.0,8.0,55851.0,Software Development
25-34 years old,Ukraine,"Employed, full-time",Remote,100 to 499 employees,60000.0,5.0,1481.0,Software Development
25-34 years old,Malta,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,80000.0,7.0,85925.0,Other:
25-34 years old,Bangladesh,"Employed, full-time",In-person,20 to 99 employees,4500000.0,7.0,38240.0,Software Development
25-34 years old,India,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",2100000.0,10.0,25123.0,Banking/Financial Services
45-54 years old,Germany,"Independent contractor, freelancer, or self-employed",Remote,2 to 9 employees,100000.0,9.0,107406.0,Software Development
18-24 years old,France,"Employed, full-time",In-person,20 to 99 employees,55000.0,7.0,59073.0,Software Development
25-34 years old,Belgium,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",100000.0,7.0,107406.0,Retail and Consumer Services
18-24 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",54000.0,6.0,57999.0,Software Development
45-54 years old,Croatia,"Employed, full-time",In-person,10 to 19 employees,50000.0,10.0,53703.0,Software Development
25-34 years old,Denmark,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",1000000.0,9.0,144002.0,Manufacturing
25-34 years old,Austria,"Employed, full-time",In-person,"1,000 to 4,999 employees",49900.0,7.0,53596.0,Insurance
35-44 years old,India,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,1500000.0,3.0,17945.0,Fintech
25-34 years old,France,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",63000.0,6.0,67666.0,Computer Systems Design and Services
35-44 years old,Ukraine,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,500 to 999 employees,42000.0,8.0,1037.0,"Transportation, or Supply Chain"
25-34 years old,India,"Employed, full-time",In-person,100 to 499 employees,2600000.0,7.0,31105.0,Fintech
25-34 years old,Uzbekistan,"Employed, full-time",In-person,20 to 99 employees,216000000.0,8.0,17129.0,Retail and Consumer Services
25-34 years old,Ukraine,"Employed, full-time",Remote,"1,000 to 4,999 employees",700000.0,10.0,17279.0,"Internet, Telecomm or Information Services"
35-44 years old,Portugal,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,"5,000 to 9,999 employees",80000.0,7.0,85925.0,Retail and Consumer Services
25-34 years old,Portugal,"Employed, full-time",Remote,"1,000 to 4,999 employees",43000.0,7.0,46185.0,Other:
25-34 years old,Ukraine,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",1700000.0,7.0,41963.0,Software Development
25-34 years old,India,"Employed, full-time",In-person,20 to 99 employees,1440000.0,8.0,17227.0,Software Development
45-54 years old,Italy,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",45000.0,7.0,48333.0,Manufacturing
25-34 years old,Ukraine,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,1131463.0,7.0,27929.0,Other:
25-34 years old,Norway,"Employed, full-time",In-person,100 to 499 employees,735000.0,9.0,68789.0,Government
25-34 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,70000.0,8.0,75184.0,"Transportation, or Supply Chain"
25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",Remote,"5,000 to 9,999 employees",53000.0,6.0,67516.0,Fintech
35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",Remote,500 to 999 employees,85000.0,2.0,108280.0,Other:
25-34 years old,India,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,1300000.0,8.0,15553.0,Software Development
35-44 years old,Belgium,"Employed, full-time",Remote,2 to 9 employees,55000.0,9.0,59073.0,Other:
35-44 years old,Austria,"Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",2 to 9 employees,72000.0,8.0,77332.0,Healthcare
45-54 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time","Hybrid (some remote, some in-person)",10 to 19 employees,85000.0,4.0,108280.0,Computer Systems Design and Services
25-34 years old,Netherlands,"Student, part-time;Employed, part-time",Remote,20 to 99 employees,65000.0,6.0,69814.0,"Internet, Telecomm or Information Services"
45-54 years old,Denmark,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,554000.0,10.0,79777.0,Government
25-34 years old,Romania,"Employed, full-time",Remote,100 to 499 employees,3840.0,3.0,4124.0,Software Development
35-44 years old,Czech Republic,"Employed, full-time","Hybrid (some remote, some in-person)",10 to 19 employees,2000000.0,5.0,86870.0,Fintech
35-44 years old,Austria,"Employed, full-time",Remote,100 to 499 employees,100000.0,10.0,107406.0,Software Development
25-34 years old,Cyprus,"Employed, full-time",Remote,20 to 99 employees,70000.0,7.0,75184.0,Software Development
45-54 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time","Hybrid (some remote, some in-person)",500 to 999 employees,130000.0,8.0,165604.0,Software Development
25-34 years old,Ukraine,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,2300000.0,9.0,56773.0,Software Development
25-34 years old,Spain,"Employed, full-time;Student, part-time","Hybrid (some remote, some in-person)",20 to 99 employees,14400.0,7.0,15466.0,Software Development
35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,"Just me - I am a freelancer, sole proprietor, etc.",40000.0,8.0,50955.0,Software Development
35-44 years old,Belgium,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",112000.0,9.0,120295.0,Other:
25-34 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)",500 to 999 employees,70000.0,8.0,75184.0,Software Development
35-44 years old,Greece,"Employed, full-time",Remote,20 to 99 employees,86000.0,7.0,92369.0,Other:
25-34 years old,Australia,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",160000.0,7.0,105706.0,Banking/Financial Services
18-24 years old,Ukraine,"Employed, full-time",In-person,500 to 999 employees,780000.0,7.0,19253.0,Other:
25-34 years old,India,"Employed, full-time",In-person,10 to 19 employees,1000000.0,6.0,11963.0,Software Development
35-44 years old,Netherlands,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",74000.0,5.0,79481.0,Government
25-34 years old,Ukraine,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,1524000.0,6.0,37618.0,Other:
25-34 years old,Ukraine,"Employed, full-time",Remote,100 to 499 employees,24000.0,6.0,592.0,"Transportation, or Supply Chain"
